Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Skoda Kamiq 2021 Style 1.6 MPI AT (110 к.с),23964,654000,Харків,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1290276-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863880.html
Skoda Octavia 2020 Ambition 1.5 TSI MT (150 к.с),23768,645300,Кропивницький (Кіровоград),Бензин (1.5 л),Механічна,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1192351-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1859197.html
Skoda Scala 2020 Style 1.5 TSI DSG (150 к.с),21953,596000,Кропивницький (Кіровоград),Бензин (1.5 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1284949-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1863629.html
Skoda Kamiq 2021 Active 1.6 MPI MT (110 к.с),18278,511875,Кременчук,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1277639-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863291.html
Skoda Fabia 2020 Style FL 1.0 TSI DSG (110 к.с),20020,560000,Одеса,Бензин (1.0 л),Роботизована,Передній привід,Краща ціна / Остання пропозиція / Кредит до 4 років під 0% / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-fabia__1286588-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-fabia-1863700.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,38067,1033500,Кропивницький (Кіровоград),Дизель (2.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1289012-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863822.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (190 к.с) 4x4,40861,1115105,Вінниця,Дизель (2.0 л),Роботизована,Повний привід,Краща ціна / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1273344-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863122.html
Skoda Scala 2020 Style 1.5 TSI DSG (150 к.с),22665,618540,Краматорськ,Бензин (1.5 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1288746-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1863815.html
Skoda Octavia 2020 Ambition 1.5 TSI MT (150 к.с),24039,656040,Краматорськ,Бензин (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1280279-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1863414.html
Skoda Superb 2020 Style 2.0 TSI DSG (190 к.с),39934,1084200,Кропивницький (Кіровоград),Бензин (2.0 л),Роботизована,Передній привід,Гарантія до 4 років / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1255465-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1862374.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),37700,1054582,Дніпро (Дніпропетровськ),Бензин (2.0 л),Роботизована,Передній привід,Краща ціна / Кредит до 4 років під 0% / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1247879-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1861991.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),26491,741033,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 14 днів / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1202156-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1859717.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,37662,1027820,Краматорськ,Дизель (2.0 л),Роботизована,Повний привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1286357-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863694.html
Skoda Scala 2021 Active 1.6 MPI MT (110 к.с),16709,456000,Харків,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__968100-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1846421.html
Skoda Kodiaq 2021 Sportline 2.0 TSI AT (180 к.с) 4x4,40380,1102000,Херсон,Бензин (2.0 л),Роботизована,Повний привід,Краща ціна / Гарантія до 4 років / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1049898-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1851378.html
Skoda Octavia 2021 Ambition 1.4 TSI AT (150 к.с),26200,715000,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1281428-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1863470.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27559,748200,Кропивницький (Кіровоград),Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 5 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1049470-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1851355.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (200 к.с) 4x4,41334,1122200,Кропивницький (Кіровоград),Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1276800-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863200.html
Skoda Octavia 2021 Style 1.4 TSI AT (150 к.с),28550,798629,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 90 днів / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1256349-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1862416.html
Skoda Octavia 2020 Ambition A7 New 1.4 TSI AT (150 к.с),23319,652300,Дніпро (Дніпропетровськ),Бензин (1.4 л),Роботизована,Передній привід,Кількість обмежена / Кредит до 3 років під 0% / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1202639-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1859739.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27519,751000,Тернопіль,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__904813-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1841366.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),40228,1097835,Краматорськ,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1188808-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1859001.html
Skoda Octavia 2021 Ambition 1.4 TSI AT (150 к.с),25300,690450,Харків,Бензин (1.4 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1205529-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1859858.html
Skoda Kodiaq 2021 Style 2.0 TSI AT (180 к.с) 4x4,36460,995000,Херсон,Бензин (2.0 л),Роботизована,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1246755-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1861935.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (200 к.с) 4x4,42752,1166730,Краматорськ,Дизель (2.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1274896-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863189.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,39134,1068000,Херсон,Дизель (2.0 л),Роботизована,Повний привід,Гарантія до 4 років / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1289989-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863868.html
Skoda Kodiaq 2021 Style 2.0 TSI AT (180 к.с) 4x4,36479,996000,Рівне,Бензин (2.0 л),Роботизована,Повний привід,Гарантія до 4 років / Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1239082-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1861563.html
Skoda Kodiaq 2021 Ambition 2.0 TDI AT (150 к.с) 4x4,34439,935000,Кропивницький (Кіровоград),Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1256798-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1862434.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),39478,1105581,Кременчук,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1287109-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1863719.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27559,748200,Кропивницький (Кіровоград),Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 5 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1171823-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1858147.html
Skoda Kodiaq 2021 Individual 2.0 TDI AT (150 к.с) 4x4,38218,1043000,Тернопіль,Дизель (2.0 л),Роботизована,Повний привід,Гарантія до 4 років / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1157379-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1857457.html
Skoda Kodiaq 2021 Individual 2.0 TDI AT (150 к.с) 4x4,38218,1043000,Тернопіль,Дизель (2.0 л),Роботизована,Повний привід,Гарантія до 4 років / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1153970-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1857286.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),26306,735858,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 14 днів / Онлайн бронювання,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1256054-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1862403.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27317,745500,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1257901-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1862506.html
Skoda Kodiaq 2021 Style 2.0 TSI AT (180 к.с) 4x4,36460,995000,Херсон,Бензин (2.0 л),Роботизована,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1283996-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863589.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (200 к.с) 4x4,42689,1165000,Херсон,Дизель (2.0 л),Автомат,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1283754-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863578.html
Skoda Fabia 2021 Ambition 1.0 TSI MT (95 к.с),15642,426890,Краматорськ,Бензин (1.0 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-fabia__1030285-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-fabia-1850539.html
Skoda Octavia 2021 Active 1.4 TSI MT (150 к.с),20868,569500,Івано-Франківськ,Бензин (1.4 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 80 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__690922-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1848069.html
Skoda Kodiaq 2021 Individual 2.0 TDI AT (150 к.с) 4x4,38218,1043000,Тернопіль,Дизель (2.0 л),Роботизована,Повний привід,Гарантія до 4 років / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1102019-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1854365.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),40399,1102500,Івано-Франківськ,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1262027-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1862667.html
Skoda Kodiaq 2021 Style 2.0 TSI AT (180 к.с) 4x4,36460,995000,Херсон,Бензин (2.0 л),Роботизована,Повний привід,Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1283801-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863582.html
Skoda Octavia 2020 Ambition 1.5 TSI MT (150 к.с),23997,654900,Дніпро (Дніпропетровськ),Бензин (1.5 л),Механічна,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1163618-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1857715.html
Skoda Superb 2021 Style New 2.0 TSI AT (190 к.с),40179,1096500,Дніпро (Дніпропетровськ),Бензин (2.0 л),Автомат,Передній привід,Краща ціна / Гарантія до 4 років / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1226355-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1860873.html
Skoda Kamiq 2021 Active 1.6 MPI AT (110 к.с),19347,528000,Харків,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1019217-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1849715.html
Skoda Octavia 2021 Ambition 1.6 MPI AT (110 к.с),23158,632000,Харків,Бензин (1.6 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 60 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1019986-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1857714.html
Skoda Scala 2021 Active 1.6 MPI MT (110 к.с),16434,448500,Івано-Франківськ,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/newauto_photos/skoda-scala__859765-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1861500.html
Skoda Superb 2021 Style 2.0 TSI DSG (190 к.с),38640,1054505,Одеса,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1115889-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1855358.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27150,740937,Одеса,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1125974-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1861047.html
Skoda Scala 2019 Style 1.6 TDI DSG (115 к.с),24184,660000,Херсон,Дизель (1.6 л),Роботизована,Передній привід,Краща ціна / Гарантія до 4 років / Остання пропозиція / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1110082-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1855076.html
Skoda Scala 2020 Style 1.5 TSI DSG (150 к.с),21663,591186,Вінниця,Бензин (1.5 л),Роботизована,Передній привід,Краща ціна / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__889278-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1840465.html
Skoda Kodiaq 2021 Style 2.0 TDI AT (150 к.с) 4x4,37376,1020000,Херсон,Дизель (2.0 л),Автомат,Повний привід,Краща ціна / Кількість обмежена / Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kodiaq__1283694-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kodiaq-1863576.html
Skoda Scala 2020 Style 1.5 TSI DSG (150 к.с),22665,618539,Одеса,Бензин (1.5 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1107157-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1854842.html
Skoda Kamiq 2021 Active 1.6 MPI MT (110 к.с),18028,492000,Харків,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1116562-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1855405.html
Skoda Octavia 2021 Style 1.4 TSI AT (150 к.с),31220,852000,Дніпро (Дніпропетровськ),Бензин (1.4 л),Автомат,Передній привід,Гарантія до 4 років / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1281608-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1863474.html
Skoda Karoq 2021 Style 1.4 TSI AT (150 к.с),27558,752079,Вінниця,Бензин (1.4 л),Автомат,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-karoq__1165082-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-karoq-1857799.html
Skoda Scala 2021 Active 1.6 MPI MT (110 к.с),18028,492000,Харків,Бензин (1.6 л),Механічна,Передній привід,Кредит до 4 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__1095835-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1863019.html
Skoda Kamiq 2021 Style 1.6 MPI AT (110 к.с),22780,637954,Кременчук,Бензин (1.6 л),Автомат,Передній привід,Кредит до 4 років під 0% / Під замовлення - 90 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-kamiq__1277735-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-kamiq-1863298.html
Skoda Octavia 2021 Ambition 1.5 TSI MT (150 к.с),23574,643346,Одеса,Бензин (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__971161-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1846585.html
Skoda Octavia 2020 Individual 1.4 TSI AT (150 к.с),32539,888000,Херсон,Бензин (1.4 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-octavia__1236714-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-octavia-1855108.html
Skoda Superb 2020 Style 2.0 TSI DSG (190 к.с),37994,1036876,Вінниця,Бензин (2.0 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-superb__1141581-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-superb-1856695.html
Skoda Scala 2020 Style 1.5 TSI DSG (150 к.с),21812,595260,Одеса,Бензин (1.5 л),Роботизована,Передній привід,Кредит до 4 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/skoda-scala__888446-341x224x70.jpg,https://auto.ria.com/newauto/auto-skoda-scala-1840366.html
